combined_text,Misinfo_Type
kliniken überfült g al ursache gefährlicher al sars die absurden falschinfos zum article cover fake news topic first theory bill gate patent virus predicted,Conspiracy
hantaviren nicht neu und weltweit verbreitet rumor spread new virus antivirus would supplant bovid new worldwide outbreak,False reporting
拡散した「政府が日の丸マスクを生産」との誤情報 メーカー法的措置検討も視野 tweet claiming japanese government producing mask japanese flag,False reporting
新型肺炎factcheck ｢スイス製検査キットを日本政府は頑なに導入しない｣は誤り claim japanese government refused accept test kit swiss company,False reporting
「新型コロナの検査費用、陰性なら万円自己負担」は誤り。現状では「無料」です tweet claiming testing bovid cost yen result negative free positive,False reporting
浙江诸暨发现例新冠肺炎确诊病例？谣言 message spread five people haji city chekiang province infected chekiang haji government corrected claim said one people found infected four monitor,False reporting
美国好多新冠患者跳海自杀尸体冲上岸谣言 message spread infected patient u committing suicide dead body washing shoreline,Conspiracy
谣言：新冠病毒比其它病原体传播更快更强 message claimed spread faster type pathogen professor wuhan university claimed message false,Conspiracy
谣言：新冠病毒比其他病原体致死率更高 message spread lethal type pathogen used stats say otherwise,Conspiracy
饮用高度酒能抵抗新型冠状病毒？白岩松辟谣 famous anchor bad yanking spread rumor drinking alcohol high concentration cure,Fake remedy
新冠状病毒会在咽喉滞留天？要喝盐水和醋来消毒？旧谣新传 message spread bacteria stay throat four day people drink salt water vinegar get rid virus,Fake remedy
花岗岩能预防新冠肺炎感染？谣言 message spread use granite prevents infection,Fake remedy
antimalaria drug proven effective treating cured patient cured many patient infected bovid,Fake remedy
video circulated online week novel first reported chinese escaping vietnam,False reporting
video show islamic conversion saudi arabia may month novel outbreak chinese people converted islam fear,False reporting
video circulated medium report since least october month novel outbreak shopper scrambling enter supermarket china,False reporting
false photo anakbayan kmu rallying quarantine old photo resurfaced facebok user claiming leftist protest group using qpas quarantine pas protest deterge philippine,False reporting
false queen elizabeth ii quote praising deterge altered photo queen elizabeth address commonwealth praising president deterge,False reporting
「いかりや長介が志村けんに送った最後の手紙」はデマ。内容は『白い巨塔』の遺書のパロディ tweet showing screnshot fake letter comedian icaria chose sent chimera ken died,False reporting
ヨネスケ「コロナ」濡れ衣 「尋常でない咳してた」拡散も事実誤認、所属先「体調、問題ない」 comedian coughed live show tweet,False reporting
「緊急事態宣言が発令されたら週間外出禁止」は誤り。実際は…？ twitter user claiming resident living area state emergency leave home three week,False reporting
il mesagio whatsap sun fantomatico video argentina lo sta facendo che vi hackera il celulare video shared whatsap saying epidemic curve flatten argentina,False reporting
il mesagio whatsap complotista sulla cina cè qualcosa che non va questo virus message spread saying virus originated wuhan spread beijing shanghai hinting fact created china purpose,Conspiracy
vera file fact check video claiming japan pm announced bovid medicine misleading graphic circulated philippine claiming japanese pm abe antinfluenza drug ready,Fake remedy
misinformation pandemic scarier bovid pandemic misinformation affecting poultry seafood industry government agency blame encouraging use alternative medicine homeopathy without scientific evidence success,Fake remedy
